en	is
ability	hæfileikum
ability	hæfileikunum
slow motion	hægagangur
slowness	hægagangur
right bundle branch block	hægra greinrof
right bundle branch block	greinrofa
right bundle branch block	greinrofanna
right bundle branch block	greinrofunum
right bundle branch block	greinrofsins
right bundle branch block	greinrofi
right bundle branch block	greinrofinu
right bundle branch block	greinrofin
right bundle branch block	greinrofs
right bundle branch block	greinrofið
right bundle branch block	greinrofum
calm weather	hægviðri
calm weather	hægviðrinu
calm weather	hægviðris
calm weather	hægviðrið
calm weather	hægviðrisins
calm	hægð
tranquillity	hægð
excrement	hægð
faeces	hægð
defecation	hægð
no problem	hægðarleikur
easy task	hægðarleikur
constipation	hægðatregða
crutch	hækja
rise	hækkun
increase	hækkun
asylum	hæli
asylum	hælisins
asylum	hæla
asylum	hælin
asylum	hælanna
asylum	hælum
asylum	hælið
asylum	hælunum
asylum	hælis
asylum	hælinu
sanatorium	hæli
sanatorium	hælisins
sanatorium	hæla
sanatorium	hælin
sanatorium	hælanna
sanatorium	hælum
sanatorium	hælið
sanatorium	hælunum
sanatorium	hælis
sanatorium	hælinu
heel	hæll
heel	hælinn
heel	hælarnir
heel	hæla
heel	hælum
heel	hælana
heel	hælsins
heel	hæl
heel	hælunum
heel	hælanna
heel	hælnum
heel	hællinn
heel	hælar
heel	hæls
sore heel	hælsæri
sore heel	hælsærisins
sore heel	hælsærunum
sore heel	hælsæranna
sore heel	hælsæra
sore heel	hælsærin
sore heel	hælsærinu
sore heel	hælsæris
sore heel	hælsærið
sore heel	hælsærum
hen	hæna
hen	hænurnar
hen	hænunnar
hen	hænur
hen	hænu
hen	hænum
hen	hænunum
hen	hænanna
hen	hænuna
hen	hænan
hen	hænunni
male salmon	hængur
male trout	hængur
shortcoming	hængur
chicken farm	hænsnabú
chicken farm	hænsnabúanna
chicken farm	hænsnabúið
chicken farm	hænsnabús
chicken farm	hænsnabúi
chicken farm	hænsnabúinu
chicken farm	hænsnabúa
chicken farm	hænsnabúsins
chicken farm	hænsnabúin
chicken farm	hænsnabúum
chicken farm	hænsnabúunum
henhouse	hænsnakofi
chicken	hænsni
chicken	hænsnisins
chicken	hænsnin
chicken	hænsnið
chicken	hænsnanna
chicken	hænsna
chicken	hænsnis
chicken	hænsnunum
chicken	hænsninu
chicken	hænsnum
forty winks	hænublundur
forty winks	hænublundirnir
forty winks	hænublundinum
forty winks	hænublundunum
forty winks	hænublundanna
forty winks	hænublundurinn
forty winks	hænublund
forty winks	hænublundi
forty winks	hænublundarins
forty winks	hænublundir
forty winks	hænublundar
forty winks	hænublundinn
forty winks	hænublundina
forty winks	hænublunda
forty winks	hænublundum
catnap	hænublundur
catnap	hænublundirnir
catnap	hænublundinum
catnap	hænublundunum
catnap	hænublundanna
catnap	hænublundurinn
catnap	hænublund
catnap	hænublundi
catnap	hænublundarins
catnap	hænublundir
catnap	hænublundar
catnap	hænublundinn
catnap	hænublundina
catnap	hænublunda
catnap	hænublundum
hen's egg	hænuegg
hoarseness	hæsi
hoarseness	hæsinnar
hoarseness	hæsinni
hoarseness	hæsin
hoarseness	hæsina
supreme court	hæstiréttur
supreme court	hæstiréttunum
supreme court	hæstiréttum
supreme court	hæstiréttir
supreme court	hæstiréttinum
supreme court	hæstiréttarins
supreme court	hæstirétturinn
supreme court	hæstiréttirnir
supreme court	hæstiréttar
supreme court	hæstirétta
supreme court	hæstiréttina
supreme court	hæstiréttinn
supreme court	hæstirétt
supreme court	hæstirétti
supreme court	hæstiréttanna
danger	hætta
danger	hættum
danger	hættunnar
danger	hættu
danger	hættuna
danger	hættanna
danger	hættunum
danger	hætturnar
danger	hættunni
danger	hættan
stop	hætta
stop	hættum
stop	hættu
stop	hættir
stop	hættið
stop	hætti
stop	hætt
danger area	hættusvæði
height	hæð
hill	hæð
trifle pedantry	hégómi
trifle pedantry	hégómann
trifle pedantry	hégómarnir
trifle pedantry	hégómunum
trifle pedantry	hégóma
trifle pedantry	hégómana
trifle pedantry	hégómanum
trifle pedantry	hégómanna
trifle pedantry	hégómum
trifle pedantry	hégómar
trifle pedantry	hégóminn
trifle pedantry	hégómans
hair-splitting	hégómi
hair-splitting	hégómann
hair-splitting	hégómarnir
hair-splitting	hégómunum
hair-splitting	hégóma
hair-splitting	hégómana
hair-splitting	hégómanum
hair-splitting	hégómanna
hair-splitting	hégómum
hair-splitting	hégómar
hair-splitting	hégóminn
hair-splitting	hégómans
pretension	hégómi
pretension	hégómann
pretension	hégómarnir
pretension	hégómunum
pretension	hégóma
pretension	hégómana
pretension	hégómanum
pretension	hégómanna
pretension	hégómum
pretension	hégómar
pretension	hégóminn
pretension	hégómans
vanity rubbish	hégómi
vanity rubbish	hégómann
vanity rubbish	hégómarnir
vanity rubbish	hégómunum
vanity rubbish	hégóma
vanity rubbish	hégómana
vanity rubbish	hégómanum
vanity rubbish	hégómanna
vanity rubbish	hégómum
vanity rubbish	hégómar
vanity rubbish	hégóminn
vanity rubbish	hégómans
hoarfrost	héla
district physician	héraðslæknir
district physician	héraðslækni
district physician	héraðslæknisins
district physician	héraðslæknis
district physician	héraðslæknarnir
district physician	héraðslæknirinn
district physician	héraðslækna
district physician	héraðslæknana
district physician	héraðslækninum
district physician	héraðslæknunum
district physician	héraðslæknanna
district physician	héraðslækninn
district physician	héraðslæknar
district physician	héraðslæknum
district doctor	héraðslæknir
district doctor	héraðslækni
district doctor	héraðslæknisins
district doctor	héraðslæknis
district doctor	héraðslæknarnir
district doctor	héraðslæknirinn
district doctor	héraðslækna
district doctor	héraðslæknana
district doctor	héraðslækninum
district doctor	héraðslæknunum
district doctor	héraðslæknanna
district doctor	héraðslækninn
district doctor	héraðslæknar
district doctor	héraðslæknum
hare	héri
hare	héranna
hare	héra
hare	hérarnir
hare	hérum
hare	héranum
hare	hérans
hare	hérann
hare	hérar
hare	hérinn
hare	hérunum
hare	hérana
dwelling	híbýli
dwelling	híbýlunum
dwelling	híbýlum
dwelling	híbýlin
dwelling	híbýlanna
dwelling	híbýla
home	híbýli
home	híbýlunum
home	híbýlum
home	híbýlin
home	híbýlanna
home	híbýla
winter lair	híði
hoofbeat	hófadynur
moderate drinking	hófdrykkja
kingcup	hófsóley
kingcup	hófsóleyjanna
kingcup	hófsóleyjarinnar
kingcup	hófsóleyna
kingcup	hófsóleyjunum
kingcup	hófsóleyjum
kingcup	hófsóleyja
kingcup	hófsóleyjarnar
kingcup	hófsóleyjar
kingcup	hófsóleynni
kingcup	hófsóleyin
marsh marygold	hófsóley
marsh marygold	hófsóleyjanna
marsh marygold	hófsóleyjarinnar
marsh marygold	hófsóleyna
marsh marygold	hófsóleyjunum
marsh marygold	hófsóleyjum
marsh marygold	hófsóleyja
marsh marygold	hófsóleyjarnar
marsh marygold	hófsóleyjar
marsh marygold	hófsóleynni
marsh marygold	hófsóleyin
hoof	hófur
hoof	hófs
hoof	hóf
hoof	hófinn
hoof	hófnum
hoof	hófum
hoof	hófsins
hoof	hófar
hoof	hófanna
hoof	hófa
hoof	hófana
hoof	hófarnir
hoof	hófunum
hoof	hófi
hoof	hófurinn
moderation	hógværð
gentleness	hógværð
compartment	hólf
box	hólf
socket	hólkur
cylinder	hólkur
hill	hóll
hill	hólnum
hill	hóla
hill	hólinn
hill	hólar
hill	hólsins
hill	hólanna
hill	hóllinn
hill	hól
hill	hóls
hill	hólarnir
hill	hólum
hill	hólunum
hill	hólana
hillock	hóll
hillock	hólnum
hillock	hóla
hillock	hólinn
hillock	hólar
hillock	hólsins
hillock	hólanna
hillock	hóllinn
hillock	hól
hillock	hóls
hillock	hólarnir
hillock	hólum
hillock	hólunum
hillock	hólana
western sandpiper	hólmatíta
islet	hólmur
holm	hólmur
holmium	hólmín
holmium	hólmíns
holmium	hólmíninu
holmium	hólmíni
holmium	hólmínið
holmium	hólmínsins
homeopath	hómópati
group dynamics	hópefli
coach	hópferðabíll
coach	hópferðabíl
coach	hópferðabílar
coach	hópferðabílanna
coach	hópferðabílinn
coach	hópferðabílunum
coach	hópferðabíls
coach	hópferðabílnum
coach	hópferðabílarnir
coach	hópferðabílsins
coach	hópferðabíla
coach	hópferðabílana
coach	hópferðabíllinn
coach	hópferðabílum
crowd	hópur
crowd	hópar
crowd	hóps
crowd	hópinn
crowd	hópunum
crowd	hópsins
crowd	hópnum
crowd	hópana
crowd	hóp
crowd	hópanna
crowd	hópa
crowd	hóparnir
crowd	hópurinn
crowd	hópum
group	hópur
group	hópar
group	hóps
group	hópinn
group	hópunum
group	hópsins
group	hópnum
group	hópana
group	hóp
group	hópanna
group	hópa
group	hóparnir
group	hópurinn
group	hópum
Hopi	hópímál
Hopi	hópímálinu
Hopi	hópímáli
Hopi	hópímálið
Hopi	hópímáls
Hopi	hópímála
Hopi	hópímálsins
Hopi	hópímálanna
Hopi	hópímálunum
Hopi	hópímálum
Hopi	hópímálin
whore	hóra
whore	hóran
whore	hóru
whore	hórunnar
whore	hórunum
whore	hórum
whore	hóranna
whore	hórur
whore	hórurnar
whore	hóruna
whore	hórunni
pimp	hórmangari
cough	hósti
cough	hóstinn
cough	hóstann
cough	hóstans
cough	hóstanum
hotel	hótel
hotel	hótela
hotel	hótels
hotel	hótelin
hotel	hóteli
hotel	hótelum
hotel	hótelunum
hotel	hótelanna
hotel	hótelinu
hotel	hótelið
hotel	hótelsins
hotel room	hótelherbergi
menace	hótun
menace	hótununum
menace	hótunin
menace	hótuninni
menace	hótunum
menace	hótunina
menace	hótananna
menace	hótanir
menace	hótunarinnar
menace	hótanirnar
menace	hótana
menace	hótunar
threat	hótun
threat	hótununum
threat	hótunin
threat	hótuninni
threat	hótunum
threat	hótunina
threat	hótananna
threat	hótanir
threat	hótunarinnar
threat	hótanirnar
threat	hótana
threat	hótunar
drowsiness	höfgi
harbour	höfn
harbour	hafnir
harbour	hafnanna
harbour	höfnina
harbour	höfnum
harbour	höfninni
harbour	höfnin
harbour	hafnirnar
harbour	höfnunum
harbour	hafnarinnar
harbour	hafnar
haven	höfn
haven	hafnir
haven	hafnanna
haven	höfnina
haven	höfnum
haven	höfninni
haven	höfnin
haven	hafnirnar
haven	höfnunum
haven	hafnarinnar
haven	hafnar
refusal	höfnun
rejection	höfnun
dolphin	höfrungur
dolphin	höfrung
dolphin	höfrungar
dolphin	höfrungnum
dolphin	höfrungsins
dolphin	höfrungs
dolphin	höfrungunum
dolphin	höfrunganna
dolphin	höfrungurinn
dolphin	höfrungana
dolphin	höfrungum
dolphin	höfrungarnir
dolphin	höfrungi
dolphin	höfrunginn
dolphin	höfrunga
author	höfundur
author	höfundum
author	höfundarnir
author	höfundunum
author	höfundurinn
author	höfundarins
author	höfundinum
author	höfundar
author	höfund
author	höfundi
author	höfundana
author	höfundanna
author	höfundinn
author	höfunda
head	höfuð
head	höfðum
head	höfðanna
head	höfðinu
head	höfuðin
head	höfuðsins
head	höfði
head	höfuðið
head	höfða
head	höfðunum
head	höfuðs
main thing	höfuðatriði
main point	höfuðatriði
capital city	höfuðborg
capital city	höfuðborgirnar
capital city	höfuðborga
capital city	höfuðborgin
capital city	höfuðborgina
capital city	höfuðborgum
capital city	höfuðborgir
capital city	höfuðborganna
capital city	höfuðborgarinnar
capital city	höfuðborginni
capital city	höfuðborgar
capital city	höfuðborgunum
headgear	höfuðfat
scalp	höfuðleður
big shot	höfuðpaur
capital city	höfuðstaður
cardinal sin	höfuðsynd
cardinal number	höfuðtala
cardinal number	höfuðtölunnar
cardinal number	höfuðtalan
cardinal number	höfuðtölunni
cardinal number	höfuðtalna
cardinal number	höfuðtölum
cardinal number	höfuðtölur
cardinal number	höfuðtölu
cardinal number	höfuðtalnanna
cardinal number	höfuðtölunum
cardinal number	höfuðtöluna
cardinal number	höfuðtölurnar
headache	höfuðverkur
headache	höfuðverkir
headache	höfuðverkja
headache	höfuðverki
headache	höfuðverkurinn
headache	höfuðverk
headache	höfuðverkjum
headache	höfuðverknum
headache	höfuðverkjar
headache	höfuðverkirnir
headache	höfuðverkinn
headache	höfuðverkjanna
headache	höfuðverkina
headache	höfuðverkjarins
headache	höfuðverkjunum
head of a bed	höfðalag
bedhead	höfðalag
leader	höfðingi
chief	höfðingi
chieftain	höfðingi
aristocrat	höfðingi
generous person	höfðingi
blow	högg
blow	höggsins
blow	högga
blow	höggi
blow	höggið
blow	högginu
blow	högganna
blow	höggin
blow	höggum
blow	höggs
blow	höggunum
knock	högg
knock	höggsins
knock	högga
knock	höggi
knock	höggið
knock	högginu
knock	högganna
knock	höggin
knock	höggum
knock	höggs
knock	höggunum
shock absorber	höggdeyfir
poisonous snake	höggormur
poisonous snake	höggormanna
poisonous snake	höggormum
poisonous snake	höggormunum
poisonous snake	höggorminum
poisonous snake	höggormar
poisonous snake	höggorminn
poisonous snake	höggormi
poisonous snake	höggormsins
poisonous snake	höggormarnir
poisonous snake	höggorm
poisonous snake	höggorms
poisonous snake	höggorma
poisonous snake	höggormana
poisonous snake	höggormurinn
execution block	höggstokkur
goatee	hökutoppur
palace	höll
palace	höllinni
palace	höllina
palace	hallanna
palace	höllum
palace	höllunum
palace	hallar
palace	halla
palace	höllin
palace	hallir
palace	hallarinnar
palace	hallirnar
hand	hönd
hand	hendi
hand	handanna
hand	höndum
hand	höndunum
hand	höndina
hand	handar
hand	handarinnar
hand	hendurnar
hand	hendinni
hand	höndin
flax	hör
linseed	hör
linnet	hörfinka
linnet	hörfinkuna
linnet	hörfinkur
linnet	hörfinku
linnet	hörfinkum
linnet	hörfinkunnar
linnet	hörfinkunum
linnet	hörfinkanna
linnet	hörfinkna
linnet	hörfinkurnar
linnet	hörfinkunni
linnet	hörfinkan
linseed	hörfræ
linseed	hörfræsins
linseed	hörfræanna
linseed	hörfræunum
linseed	hörfræi
linseed	hörfræinu
linseed	hörfræa
linseed	hörfræin
linseed	hörfræið
linseed	hörfræum
linseed	hörfræs
lack	hörgull
lack	hörgul
lack	hörgulinn
lack	hörglinum
lack	hörgli
lack	hörgulsins
lack	hörguls
lack	hörgullinn
shortage	hörgull
shortage	hörgul
shortage	hörgulinn
shortage	hörglinum
shortage	hörgli
shortage	hörgulsins
shortage	hörguls
shortage	hörgullinn
tough customer	hörkutól
misery	hörmung
distress	hörmung
pitiful sight	hörmung
scallop	hörpudiskur
scallop	hörpudiskurinn
scallop	hörpudisk
scallop	hörpudiski
scallop	hörpudiskinn
scallop	hörpudiskar
scallop	hörpudiska
scallop	hörpudiskunum
scallop	hörpudiskanna
scallop	hörpudiskarnir
scallop	hörpudiskinum
scallop	hörpudisksins
scallop	hörpudisks
scallop	hörpudiskana
scallop	hörpudiskum
white-throated sparrow	hörputittlingur
white-throated sparrow	hörputittlings
white-throated sparrow	hörputittlingunum
white-throated sparrow	hörputittlingsins
white-throated sparrow	hörputittlinganna
white-throated sparrow	hörputittlingar
white-throated sparrow	hörputittlinginn
white-throated sparrow	hörputittlinga
white-throated sparrow	hörputittlingurinn
white-throated sparrow	hörputittlingum
white-throated sparrow	hörputittling
white-throated sparrow	hörputittlingana
white-throated sparrow	hörputittlingi
white-throated sparrow	hörputittlingarnir
white-throated sparrow	hörputittlingnum
skin	hörund
cap	húfa
cap	húfu
cap	húfan
cap	húfna
cap	húfur
cap	húfuna
cap	húfum
cap	húfunum
cap	húfunni
cap	húfunnar
cap	húfurnar
cap	húfanna
common nighthawk	húmfari
common nighthawk	húmfaranna
common nighthawk	húmfarana
common nighthawk	húmfurunum
common nighthawk	húmfurum
common nighthawk	húmfarann
common nighthawk	húmfara
common nighthawk	húmfaranum
common nighthawk	húmfarinn
common nighthawk	húmfarans
common nighthawk	húmfarar
common nighthawk	húmfararnir
thrush nightingale	húmgali
American redstart	húmskríkja
door knob	húnn
door handle	húnn
knob	húnn
bear cub	húnn
cheer	húrrahróp
cheer	húrrahrópum
cheer	húrrahróps
cheer	húrrahrópið
cheer	húrrahrópunum
cheer	húrrahrópinu
cheer	húrrahrópanna
cheer	húrrahrópa
cheer	húrrahrópin
cheer	húrrahrópi
cheer	húrrahrópsins
hurrah	húrrahróp
hurrah	húrrahrópum
hurrah	húrrahróps
hurrah	húrrahrópið
hurrah	húrrahrópunum
hurrah	húrrahrópinu
hurrah	húrrahrópanna
hurrah	húrrahrópa
hurrah	húrrahrópin
hurrah	húrrahrópi
hurrah	húrrahrópsins
house	hús
house	húsunum
house	húss
house	húsin
house	húsið
house	hússins
house	húsanna
house	húsi
house	húsum
house	húsinu
house	húsa
premises	húsakynni
premises	húsakynnum
premises	húsakynna
premises	húsakynnanna
premises	húsakynnin
premises	húsakynnunum
housing	húsakynni
housing	húsakynnum
housing	húsakynna
housing	húsakynnanna
housing	húsakynnin
housing	húsakynnunum
rent	húsaleiga
architect	húsameistari
accommodation	húsaskjól
accommodation	húsaskjólinu
accommodation	húsaskjóls
accommodation	húsaskjóli
accommodation	húsaskjólið
accommodation	húsaskjólsins
black redstart	húsaskotta
alley	húsasund
passageway	húsasund
host	húsbóndi
host	húsbændum
host	húsbændunum
host	húsbóndans
host	húsbóndanum
host	húsbóndinn
host	húsbændurna
host	húsbónda
host	húsbænda
host	húsbóndann
host	húsbændurnir
host	húsbændanna
host	húsbændur
landlord	húsbóndi
landlord	húsbændum
landlord	húsbændunum
landlord	húsbóndans
landlord	húsbóndanum
landlord	húsbóndinn
landlord	húsbændurna
landlord	húsbónda
landlord	húsbænda
landlord	húsbóndann
landlord	húsbændurnir
landlord	húsbændanna
landlord	húsbændur
furnishings	húsbúnaður
furniture	húsbúnaður
domestic animal	húsdýr
domestic animal	húsdýrum
domestic animal	húsdýra
domestic animal	húsdýrin
domestic animal	húsdýri
domestic animal	húsdýrinu
domestic animal	húsdýrs
domestic animal	húsdýrsins
domestic animal	húsdýrið
domestic animal	húsdýranna
domestic animal	húsdýrunum
property owner	húseigandi
landlord	húseigandi
furniture	húsgagn
furniture	húsgögnin
furniture	húsgagnsins
furniture	húsgagna
furniture	húsgagnið
furniture	húsgagninu
furniture	húsgagni
furniture	húsgagns
furniture	húsgögnunum
furniture	húsgögnum
furniture	húsgagnanna
home care	húshjálp
home help	húshjálp
home help	húshjálp
daily help	húshjálp
domestic cat	húsköttur
domestic cat	húskettina
domestic cat	húsköttinn
domestic cat	húskettir
domestic cat	húsköttunum
domestic cat	húskött
domestic cat	húskattarins
domestic cat	húskettinum
domestic cat	húskettirnir
domestic cat	húskattanna
domestic cat	húskötturinn
domestic cat	húskattar
domestic cat	húsketti
domestic cat	húskatta
domestic cat	húsköttum
housewife	húsmóðir
housewife	húsmóður
housewife	húsmæður
housewife	húsmæðrunum
housewife	húsmæðranna
housewife	húsmóðurinni
housewife	húsmóðurina
housewife	húsmóðirin
housewife	húsmæðrum
housewife	húsmæðurnar
housewife	húsmóðurinnar
housewife	húsmæðra
accomodation	húsnæði
accomodation	húsnæðinu
accomodation	húsnæðið
accomodation	húsnæðisins
accomodation	húsnæðis
housing	húsnæði
housing	húsnæðinu
housing	húsnæðið
housing	húsnæðisins
housing	húsnæðis
lodging	húsnæði
